Saison balnéaire;Région;Département;Code unique d'identification du site de baignade;Type d'événement;Date de début;Date de fin;Mesures de gestion
2024;Centre-Val de Loire;036;FRB0336163D036170;Saison balnéaire;26/06/2024;02/09/2024;
2024;Centre-Val de Loire;036;FRB0336194D036190;Saison balnéaire;15/06/2024;01/09/2024;
2024;Centre-Val de Loire;036;FRB0336207D036091;Saison balnéaire;01/07/2024;31/08/2024;
2024;Centre-Val de Loire;036;FRB0336244D036100;Saison balnéaire;15/06/2024;11/09/2024;
2024;Centre-Val de Loire;037;FRB0437002D037999;Saison balnéaire;15/06/2024;31/08/2024;
2024;Centre-Val de Loire;037;FRB0437019D037125;Saison balnéaire;01/07/2024;31/08/2024;
2024;Centre-Val de Loire;037;FRB0437027D037100;Saison balnéaire;01/07/2024;31/08/2024;
2024;Centre-Val de Loire;037;FRB0437031D037030;Saison balnéaire;01/07/2024;31/08/2024;
2024;Centre-Val de Loire;037;FRB0437062D037035;Saison balnéaire;01/07/2024;31/08/2024;
2024;Centre-Val de Loire;037;FRB0437069D037040;Interdiction sanitaire;03/07/2024;09/07/2024;Escherichia Coli
2024;Centre-Val de Loire;037;FRB0437069D037040;Interdiction sanitaire;02/08/2024;16/08/2024;CYANOBACTERIES
2024;Centre-Val de Loire;037;FRB0437069D037040;Saison balnéaire;01/07/2024;31/08/2024;
2024;Centre-Val de Loire;037;FRB0437069D037040;Prolifération de cyanobactéries;29/07/2024;12/08/2024;Fermeture du site gestion cyanobactéries
2024;Centre-Val de Loire;037;FRB0437117D037150;Saison balnéaire;01/07/2024;31/08/2024;
2024;Centre-Val de Loire;037;FRB0437119D037037;Saison balnéaire;01/07/2024;31/08/2024;
2024;Centre-Val de Loire;037;FRB0437119D037037;Interdiction non sanitaire;01/07/2024;31/08/2024;Fermeture du site en l'absence de MNS
2024;Centre-Val de Loire;037;FRB0437153D037130;Saison balnéaire;01/07/2024;31/08/2024;
2024;Centre-Val de Loire;037;FRB0437212D037060;Saison balnéaire;02/06/2024;31/08/2024;
2024;Centre-Val de Loire;041;FRB0541080D041043;Saison balnéaire;08/07/2024;01/09/2024;
2024;Centre-Val de Loire;041;FRB0541154D041020;Saison balnéaire;01/07/2024;23/08/2024;
2024;Centre-Val de Loire;041;FRB0541161D041190;Saison balnéaire;01/07/2024;31/08/2024;
2024;Centre-Val de Loire;041;FRB0541176D041100;Saison balnéaire;05/04/2024;29/09/2024;
2024;Centre-Val de Loire;041;FRB0541198D041110;Saison balnéaire;20/07/2024;18/08/2024;
2024;Centre-Val de Loire;041;FRB0541198D041110;Interdiction non sanitaire;20/07/2024;18/08/2024;Absence de recrutement de surveillant de baignade
2024;Centre-Val de Loire;041;FRB0541294D041170;Saison balnéaire;01/07/2024;01/09/2024;
2024;Centre-Val de Loire;045;FRB0645063D045005;Saison balnéaire;01/07/2024;31/08/2024;
2024;Centre-Val de Loire;045;FRB0645068D045050;Saison balnéaire;15/06/2024;01/09/2024;
2024;Centre-Val de Loire;045;FRB0645101D045010;Saison balnéaire;06/07/2024;01/09/2024;
2024;Centre-Val de Loire;045;FRB0645127D045025;Interdiction sanitaire;22/08/2024;31/12/9999;présence de cyanobactéries et dépassement du seuil de gestion pour la microcystine. interdiction de baignade et des zones de loisirs nautiques et  recommandation de non consommation des produits de la pêche
2024;Centre-Val de Loire;045;FRB0645127D045025;Saison balnéaire;15/06/2024;08/09/2024;
2024;Centre-Val de Loire;045;FRB0645127D045025;Prolifération de cyanobactéries;20/08/2024;31/12/2024;présence de cyanobactéries toxinogènes qui libèrent de la microcystine (0.31 µg/l)
2024;Centre-Val de Loire;045;FRB0645286D045060;Interdiction sanitaire;26/06/2024;09/07/2024;présence de cyanobactéries et dépassement du seuil de gestion pour la microcystine. interdiction de baignade et des zones de loisirs nautiques et  recommandation de non consommation des produits de la pêche
2024;Centre-Val de Loire;045;FRB0645286D045060;Interdiction sanitaire;27/08/2024;31/12/9999;présence de cyanobactéries et dépassement du seuil de gestion pour la microcystine. interdiction de baignade et des zones de loisirs nautiques et  recommandation de non consommation des produits de la pêche
2024;Centre-Val de Loire;045;FRB0645286D045060;Saison balnéaire;05/06/2024;31/08/2024;
2024;Centre-Val de Loire;045;FRB0645286D045060;Prolifération de cyanobactéries;26/06/2024;09/07/2024;fermeture de la baignade pour cause de cyanobactéries avec microcystine à 0,41 µg/l
2024;Centre-Val de Loire;045;FRB0645286D045060;Prolifération de cyanobactéries;27/08/2024;31/12/2024;fermeture de la baignade pour cause de cyanobactéries avec microcystine à 0,39 µg/l
2024;Centre-Val de Loire;045;FRB0645286D045060;Interdiction non sanitaire;26/07/2024;01/08/2024;Arrêté municipal
2024;Centre-Val de Loire;045;FRB0645286D045065;Saison balnéaire;04/07/2024;25/08/2024;
2024;Centre-Val de Loire;045;FRB0645286D045065;Interdiction non sanitaire;01/05/2024;31/12/2024;Fermeture de la Zone n°2 pendant la saison estivale 2024
2024;Centre-Val de Loire;045;FRB0645334D045045;Saison balnéaire;06/07/2024;01/09/2024;
2024;Bourgogne-Franche-Comté;021;FRC1121021D021001;Saison balnéaire;01/06/2024;31/08/2024;
2024;Bourgogne-Franche-Comté;021;FRC1121023D021010;Saison balnéaire;01/07/2024;25/08/2024;
2024;Bourgogne-Franche-Comté;021;FRC1121023D021010;Prolifération de cyanobactéries;17/06/2024;06/07/2024;Présence de cyanobactéries ayant donné lieu à des recommandations sanitaires, sans nécessité de fermer la baignade (absence de toxines).
2024;Bourgogne-Franche-Comté;021;FRC1121231D021046;Saison balnéaire;15/06/2024;31/08/2024;
2024;Bourgogne-Franche-Comté;021;FRC1121310D021065;Saison balnéaire;01/07/2024;31/08/2024;
2024;Bourgogne-Franche-Comté;021;FRC1121370D021085;Saison balnéaire;25/05/2024;31/08/2024;
2024;Bourgogne-Franche-Comté;021;FRC1121461D021105;Saison balnéaire;09/07/2024;18/08/2024;
2024;Bourgogne-Franche-Comté;021;FRC1121475D021110;Saison balnéaire;01/06/2024;31/08/2024;
2024;Bourgogne-Franche-Comté;021;FRC1121496D021115;Saison balnéaire;01/07/2024;31/08/2024;
2024;Bourgogne-Franche-Comté;021;FRC1121497D021120;Saison balnéaire;01/07/2024;31/08/2024;
2024;Bourgogne-Franche-Comté;021;FRC1121497D021120;Prolifération de cyanobactéries;22/07/2024;26/08/2024;Présence de cyanobactéries ayant donné lieu à des recommandations sanitaires, sans nécessité de fermer  la baignade (absence de toxines).
2024;Bourgogne-Franche-Comté;021;FRC1121524D021130;Saison balnéaire;01/07/2024;31/08/2024;
2024;Bourgogne-Franche-Comté;021;FRC1121652D021155;Saison balnéaire;17/06/2024;27/08/2024;
2024;Bourgogne-Franche-Comté;021;FRC1121663D021160;Saison balnéaire;01/07/2024;03/09/2024;
2024;Bourgogne-Franche-Comté;058;FRC1258024D058005;Interdiction sanitaire;29/08/2024;15/10/2024;Le prélèvement du 02/09/24 montre la présence de toxines de cyanobactéries au dessus des seuils. La baignade, les activités nautiques et l'abreuvement des animaux sont interdits. Il est conseillé de ne pas consommer les produits de la pêche.
2024;Bourgogne-Franche-Comté;058;FRC1258024D058005;Saison balnéaire;01/06/2024;15/09/2024;
2024;Bourgogne-Franche-Comté;058;FRC1258068D058015;Saison balnéaire;01/07/2024;31/08/2024;
2024;Bourgogne-Franche-Comté;058;FRC1258072D058022;Saison balnéaire;01/07/2024;15/08/2024;
2024;Bourgogne-Franche-Comté;058;FRC1258079D058001;Saison balnéaire;29/06/2024;08/09/2024;
2024;Bourgogne-Franche-Comté;058;FRC1258082D058015;Saison balnéaire;20/06/2024;26/07/2024;
2024;Bourgogne-Franche-Comté;058;FRC1258092D058027;Saison balnéaire;22/06/2024;31/08/2024;
2024;Bourgogne-Franche-Comté;058;FRC1258095D058030;Saison balnéaire;29/06/2024;08/09/2024;
2024;Bourgogne-Franche-Comté;058;FRC1258140D058215;Saison balnéaire;17/06/2024;01/09/2024;
2024;Bourgogne-Franche-Comté;058;FRC1258145D058035;Saison balnéaire;07/06/2024;15/09/2024;
2024;Bourgogne-Franche-Comté;058;FRC1258151D058063;Saison balnéaire;06/07/2024;01/09/2024;
2024;Bourgogne-Franche-Comté;058;FRC1258171D058040;Saison balnéaire;09/07/2024;31/08/2024;
2024;Bourgogne-Franche-Comté;058;FRC1258177D058045;Interdiction sanitaire;08/07/2024;31/12/9999;Présence cyanobactéries toxinogènes en grand nombre. Gestionnaire ne souhaite pas réaliser la recherche de toxine : baignade interdite préventivement ainsi que la consommation de produit issue de la pèche.Vigilance sur l'abreuvement des animaux..
2024;Bourgogne-Franche-Comté;058;FRC1258177D058045;Saison balnéaire;01/07/2024;31/08/2024;
2024;Bourgogne-Franche-Comté;058;FRC1258180D058050;Saison balnéaire;07/06/2024;31/08/2024;
2024;Bourgogne-Franche-Comté;058;FRC1258185D058062;Saison balnéaire;01/07/2024;25/08/2024;
2024;Bourgogne-Franche-Comté;058;FRC1258194D058063;Saison balnéaire;07/07/2024;31/08/2024;
2024;Bourgogne-Franche-Comté;058;FRC1258195D058065;Saison balnéaire;06/07/2024;25/08/2024;
2024;Bourgogne-Franche-Comté;058;FRC1258218D058068;Interdiction sanitaire;21/06/2024;28/06/2024;Non conformité bactériologique
2024;Bourgogne-Franche-Comté;058;FRC1258218D058068;Saison balnéaire;26/05/2024;15/09/2024;
2024;Bourgogne-Franche-Comté;058;FRC1258226D058075;Interdiction sanitaire;08/07/2024;31/12/9999;Présence cyanobactéries toxinogènes en grand nombre. Gestionnaire ne souhaite pas réaliser la recherche de toxine : baignade interdite préventivement ainsi que la consommation de produit issue de la pèche.Vigilance sur l'abreuvement des animaux.
2024;Bourgogne-Franche-Comté;058;FRC1258226D058075;Saison balnéaire;01/07/2024;31/08/2024;
2024;Bourgogne-Franche-Comté;058;FRC1258304D058083;Saison balnéaire;21/06/2024;15/09/2024;
2024;Bourgogne-Franche-Comté;071;FRC1371009D071001;Saison balnéaire;01/07/2024;31/08/2024;
2024;Bourgogne-Franche-Comté;071;FRC1371059D071010;Saison balnéaire;01/07/2024;31/08/2024;
2024;Bourgogne-Franche-Comté;071;FRC1371079D071001;Saison balnéaire;01/07/2024;31/08/2024;
2024;Bourgogne-Franche-Comté;071;FRC1371150D071211;Saison balnéaire;01/07/2024;31/08/2024;
2024;Bourgogne-Franche-Comté;071;FRC1371187D071204;Saison balnéaire;01/07/2024;31/08/2024;
2024;Bourgogne-Franche-Comté;071;FRC1371187D071204;Interdiction non sanitaire;01/01/2024;31/12/2024;Absence de profil d'eau de baignade.
2024;Bourgogne-Franche-Comté;071;FRC1371249D071009;Saison balnéaire;01/07/2024;31/08/2024;
2024;Bourgogne-Franche-Comté;071;FRC1371306D071001;Saison balnéaire;01/07/2024;31/08/2024;
2024;Bourgogne-Franche-Comté;071;FRC1371306D071001;Interdiction non sanitaire;25/06/2024;31/12/2024;Fermeture temporaire sur décision de la collectivité
2024;Bourgogne-Franche-Comté;071;FRC1371392D071392;Saison balnéaire;01/07/2024;31/08/2024;
2024;Bourgogne-Franche-Comté;071;FRC1371412D071104;Saison balnéaire;01/07/2024;31/08/2024;
2024;Bourgogne-Franche-Comté;071;FRC1371470D071105;Saison balnéaire;01/07/2024;31/08/2024;
2024;Bourgogne-Franche-Comté;071;FRC1371540D071014;Saison balnéaire;01/07/2024;31/08/2024;
2024;Bourgogne-Franche-Comté;071;FRC1371556D071017;Saison balnéaire;01/07/2024;31/08/2024;
2024;Bourgogne-Franche-Comté;089;FRC1489055D089135;Interdiction sanitaire;22/07/2024;24/07/2024;interdiction préventive du fait des intempéries
2024;Bourgogne-Franche-Comté;089;FRC1489055D089135;Saison balnéaire;04/07/2024;31/08/2024;
2024;Bourgogne-Franche-Comté;089;FRC1489237D089425;Saison balnéaire;01/07/2024;01/09/2024;
2024;Bourgogne-Franche-Comté;089;FRC1489344D089910;Interdiction sanitaire;08/08/2024;14/08/2024;Interdiction de baignade du fait de la présence d'Anatoxine.
2024;Bourgogne-Franche-Comté;089;FRC1489344D089910;Saison balnéaire;01/07/2024;31/08/2024;
2024;Bourgogne-Franche-Comté;089;FRC1489345D089130;Saison balnéaire;01/07/2024;01/09/2024;
2024;Bourgogne-Franche-Comté;089;FRC1489348D089475;Interdiction sanitaire;22/07/2024;25/07/2024;interdiction préventive du fait des intempéries
2024;Bourgogne-Franche-Comté;089;FRC1489348D089475;Saison balnéaire;01/07/2024;01/09/2024;
2024;Bourgogne-Franche-Comté;089;FRC1489418D089120;Saison balnéaire;01/07/2024;01/09/2024;
2024;Bourgogne-Franche-Comté;089;FRC1489418D089120;Interdiction non sanitaire;01/01/2024;31/12/2024;Fermeture de la baignade selon la volonté de la mairie à cause de l'absence de surveillant de baignade
2024;Bourgogne-Franche-Comté;089;FRC1489441D089218;Saison balnéaire;01/07/2024;01/09/2024;
2024;Bourgogne-Franche-Comté;089;FRC1489464D089480;Interdiction sanitaire;22/07/2024;25/07/2024;interdiction préventive suite aux intempéries
2024;Bourgogne-Franche-Comté;089;FRC1489464D089480;Saison balnéaire;01/07/2024;01/09/2024;
2024;Bourgogne-Franche-Comté;025;FRC2125097D025380;Saison balnéaire;08/06/2024;01/09/2024;
2024;Bourgogne-Franche-Comté;025;FRC2125295D025232;Saison balnéaire;06/07/2024;25/08/2024;
2024;Bourgogne-Franche-Comté;025;FRC2125320D025210;Saison balnéaire;06/07/2024;25/08/2024;
2024;Bourgogne-Franche-Comté;025;FRC2125361D025208;Saison balnéaire;06/07/2024;25/08/2024;
2024;Bourgogne-Franche-Comté;025;FRC2125361D025220;Saison balnéaire;06/07/2024;25/08/2024;
2024;Bourgogne-Franche-Comté;025;FRC2125405D025230;Saison balnéaire;06/07/2024;25/08/2024;
2024;Bourgogne-Franche-Comté;025;FRC2125438D025395;Saison balnéaire;03/06/2024;29/09/2024;
2024;Bourgogne-Franche-Comté;025;FRC2125442D025240;Saison balnéaire;06/07/2024;25/08/2024;
2024;Bourgogne-Franche-Comté;025;FRC2125463D025250;Saison balnéaire;01/07/2024;31/08/2024;
2024;Bourgogne-Franche-Comté;025;FRC2125463D025250;Interdiction non sanitaire;03/06/2024;31/08/2024;Baignade interdite sur toute la commune de Pont de Roide.
2024;Bourgogne-Franche-Comté;025;FRC2125525D025236;Saison balnéaire;06/07/2024;25/08/2024;
2024;Bourgogne-Franche-Comté;039;FRC2239048D039090;Saison balnéaire;01/07/2024;31/08/2024;
2024;Bourgogne-Franche-Comté;039;FRC2239095D039095;Saison balnéaire;01/07/2024;31/08/2024;
2024;Bourgogne-Franche-Comté;039;FRC2239154D039030;Saison balnéaire;01/07/2024;31/08/2024;
2024;Bourgogne-Franche-Comté;039;FRC2239194D039140;Saison balnéaire;01/06/2024;31/08/2024;
2024;Bourgogne-Franche-Comté;039;FRC2239198D039110;Saison balnéaire;01/07/2024;31/08/2024;
2024;Bourgogne-Franche-Comté;039;FRC2239201D039130;Saison balnéaire;01/07/2024;31/08/2024;
2024;Bourgogne-Franche-Comté;039;FRC2239230D039010;Saison balnéaire;01/07/2024;31/08/2024;
2024;Bourgogne-Franche-Comté;039;FRC2239275D039275;Saison balnéaire;01/07/2024;31/08/2024;
2024;Bourgogne-Franche-Comté;039;FRC2239307D039070;Saison balnéaire;01/07/2024;31/08/2024;
2024;Bourgogne-Franche-Comté;039;FRC2239397D039060;Saison balnéaire;01/07/2024;31/08/2024;
2024;Bourgogne-Franche-Comté;039;FRC2239399D039085;Saison balnéaire;01/07/2024;31/08/2024;
2024;Bourgogne-Franche-Comté;039;FRC2239405D039100;Saison balnéaire;01/07/2024;31/08/2024;
2024;Bourgogne-Franche-Comté;039;FRC2239439D039016;Saison balnéaire;01/07/2024;31/08/2024;
2024;Bourgogne-Franche-Comté;039;FRC2239470D039347;Saison balnéaire;01/07/2024;31/08/2024;
2024;Bourgogne-Franche-Comté;039;FRC2239534D039050;Saison balnéaire;01/07/2024;31/08/2024;
2024;Bourgogne-Franche-Comté;070;FRC2370037D070203;Interdiction sanitaire;05/07/2024;18/07/2024;mauvaise qualité bactériologique
2024;Bourgogne-Franche-Comté;070;FRC2370037D070203;Saison balnéaire;01/07/2024;31/08/2024;
2024;Bourgogne-Franche-Comté;070;FRC2370120D070410;Interdiction sanitaire;18/07/2024;30/07/2024;Présence de cyanotoxines supérieures à la valeur guide (Microsystines 1,20 µg/l)
2024;Bourgogne-Franche-Comté;070;FRC2370120D070410;Saison balnéaire;01/07/2024;31/08/2024;
2024;Bourgogne-Franche-Comté;070;FRC2370120D070410;Prolifération de cyanobactéries;18/07/2024;30/07/2024;Présence de cyanotoxines supérieures à la valeur guide (Microsystines 1,20 µg/l)
2024;Bourgogne-Franche-Comté;070;FRC2370120D070410;Interdiction non sanitaire;01/07/2024;31/08/2024;La baignade est interdite pour la saison 2024 car pas de maitre nageur mais le contrôle sanitaire a été maintenue
2024;Bourgogne-Franche-Comté;070;FRC2370137D070460;Interdiction sanitaire;27/08/2024;29/08/2024;mauvaise qualité bactériologique
2024;Bourgogne-Franche-Comté;070;FRC2370137D070460;Saison balnéaire;01/07/2024;31/08/2024;
2024;Bourgogne-Franche-Comté;070;FRC2370513D070002;Interdiction sanitaire;23/08/2024;31/12/9999;Présence de cyanotoxines supérieures à la valeur guide (Microsystines 8,05 µg/l)
2024;Bourgogne-Franche-Comté;070;FRC2370513D070002;Saison balnéaire;01/07/2024;31/08/2024;
2024;Bourgogne-Franche-Comté;070;FRC2370513D070002;Prolifération de cyanobactéries;23/08/2024;31/12/2024;Présence de cyanotoxines supérieures à la valeur guide (Microsystines 8,05 µg/l)
2024;Bourgogne-Franche-Comté;090;FRC2490093D090600;Interdiction sanitaire;15/07/2024;29/07/2024;Présence de cyanotoxines supérieures à la valeur guide (anatoxine a 0,18 µ/L).
2024;Bourgogne-Franche-Comté;090;FRC2490093D090600;Saison balnéaire;01/06/2024;30/09/2024;
2024;Bourgogne-Franche-Comté;090;FRC2490093D090600;Prolifération de cyanobactéries;15/07/2024;29/07/2024;Présence de cyanotoxines supérieures à la valeur guide (anatoxine a 0,18 µg/L)
2024;Normandie;014;FRD1114021M014260;Saison balnéaire;15/06/2024;15/09/2024;
2024;Normandie;014;FRD1114022M014240;Saison balnéaire;15/06/2024;15/09/2024;
2024;Normandie;014;FRD1114059M014045;Saison balnéaire;15/06/2024;15/09/2024;
2024;Normandie;014;FRD1114066M014183;Saison balnéaire;15/06/2024;15/09/2024;
2024;Normandie;014;FRD1114066M014190;Saison balnéaire;15/06/2024;15/09/2024;
2024;Normandie;014;FRD1114079M014050;Interdiction sanitaire;22/08/2024;24/08/2024;Dysfonctionnement du système d'assainissement suite à de fortes pluies - mise en oeuvre du profil de vulnérabilité avec interdiction préventive
2024;Normandie;014;FRD1114079M014050;Saison balnéaire;15/06/2024;15/09/2024;
2024;Normandie;014;FRD1114079M014050;Pollution à court terme;22/08/2024;24/08/2024;Dysfonctionnement du système d'assainissement suite à de fortes pluies - mise en oeuvre du profil de vulnérabilité avec interdiction préventive
2024;Normandie;014;FRD1114079M014053;Interdiction sanitaire;22/08/2024;24/08/2024;Dysfonctionnement du système d'assainissement suite à de fortes pluies - mise en oeuvre du profil de vulnérabilité avec interdiction préventive
2024;Normandie;014;FRD1114079M014053;Saison balnéaire;15/06/2024;15/09/2024;
2024;Normandie;014;FRD1114079M014053;Pollution à court terme;22/08/2024;24/08/2024;Dysfonctionnement du système d'assainissement suite à de fortes pluies - mise en oeuvre du profil de vulnérabilité avec interdiction préventive
2024;Normandie;014;FRD1114117M014080;Saison balnéaire;15/06/2024;15/09/2024;
2024;Normandie;014;FRD1114165M014300;Saison balnéaire;15/06/2024;15/09/2024;
2024;Normandie;014;FRD1114166M014130;Saison balnéaire;15/06/2024;15/09/2024;
2024;Normandie;014;FRD1114191M014200;Saison balnéaire;15/06/2024;15/09/2024;
2024;Normandie;014;FRD1114191M014210;Saison balnéaire;15/06/2024;15/09/2024;
2024;Normandie;014;FRD1114220M014040;Saison balnéaire;15/06/2024;15/09/2024;
2024;Normandie;014;FRD1114312M014328;Saison balnéaire;15/06/2024;15/09/2024;
2024;Normandie;014;FRD1114318M014215;Saison balnéaire;15/06/2024;15/09/2024;
2024;Normandie;014;FRD1114325M014140;Saison balnéaire;15/06/2024;15/09/2024;
2024;Normandie;014;FRD1114333M014010;Saison balnéaire;15/06/2024;15/09/2024;
2024;Normandie;014;FRD1114338M014070;Saison balnéaire;15/06/2024;15/09/2024;
2024;Normandie;014;FRD1114354M014170;Saison balnéaire;15/06/2024;15/09/2024;
2024;Normandie;014;FRD1114365M014150;Saison balnéaire;15/06/2024;15/09/2024;
2024;Normandie;014;FRD1114384M014155;Saison balnéaire;15/06/2024;15/09/2024;
2024;Normandie;014;FRD1114384M014160;Saison balnéaire;15/06/2024;15/09/2024;
2024;Normandie;014;FRD1114409M014100;Saison balnéaire;15/06/2024;15/09/2024;
2024;Normandie;014;FRD1114488M014120;Saison balnéaire;15/06/2024;15/09/2024;
2024;Normandie;014;FRD1114488M014125;Saison balnéaire;15/06/2024;15/09/2024;
2024;Normandie;014;FRD1114514D014010;Saison balnéaire;15/06/2024;31/08/2024;
2024;Normandie;014;FRD1114562M014180;Saison balnéaire;15/06/2024;15/09/2024;
2024;Normandie;014;FRD1114565M014250;Saison balnéaire;15/06/2024;15/09/2024;
2024;Normandie;014;FRD1114605M014310;Saison balnéaire;15/06/2024;15/09/2024;
2024;Normandie;014;FRD1114709M014270;Saison balnéaire;15/06/2024;15/09/2024;
2024;Normandie;014;FRD1114715M014030;Saison balnéaire;15/06/2024;15/09/2024;
2024;Normandie;014;FRD1114724M014090;Saison balnéaire;15/06/2024;15/09/2024;
2024;Normandie;014;FRD1114739M014230;Saison balnéaire;15/06/2024;15/09/2024;
2024;Normandie;014;FRD1114745M014320;Saison balnéaire;15/06/2024;15/09/2024;
2024;Normandie;014;FRD1114754M014056;Saison balnéaire;15/06/2024;15/09/2024;
2024;Normandie;014;FRD1114754M014060;Saison balnéaire;15/06/2024;15/09/2024;
2024;Normandie;014;FRD1114755M014020;Saison balnéaire;15/06/2024;15/09/2024;
2024;Normandie;014;FRD1114755M014025;Saison balnéaire;15/06/2024;15/09/2024;
2024;Normandie;050;FRD1250003M050335;Saison balnéaire;15/06/2024;15/09/2024;
2024;Normandie;050;FRD1250003M050340;Interdiction sanitaire;12/09/2024;13/09/2024;Interdiction suite à la dégradation de qualité
2024;Normandie;050;FRD1250003M050340;Saison balnéaire;15/06/2024;15/09/2024;
2024;Normandie;050;FRD1250003M050345;Interdiction sanitaire;23/08/2024;27/08/2024;Interdiction suite au constat de contamination des eaux
2024;Normandie;050;FRD1250003M050345;Interdiction sanitaire;30/08/2024;03/09/2024;Interdiction suite au constat de contamination des eaux
2024;Normandie;050;FRD1250003M050345;Interdiction sanitaire;11/09/2024;13/09/2024;Interdiction suite à la dégradation de qualité
2024;Normandie;050;FRD1250003M050345;Saison balnéaire;15/06/2024;15/09/2024;
2024;Normandie;050;FRD1250003M050347;Interdiction sanitaire;15/08/2024;23/08/2024;Interdiction préventive durant la période de grande marée, conformément à la procédure de gestion active définie dans le cadre du profil de vulnérabilité. Suite à une contamination relevée sur l’échantillon d'eau de mer prélevé sur la plage de la Pointe d’Agon le 14 aout
2024;Normandie;050;FRD1250003M050347;Interdiction sanitaire;11/09/2024;13/09/2024;Interdiction suite à la dégradation de qualité
2024;Normandie;050;FRD1250003M050347;Saison balnéaire;15/06/2024;15/09/2024;
2024;Normandie;050;FRD1250030M050092;Saison balnéaire;15/06/2024;15/09/2024;
2024;Normandie;050;FRD1250030M050100;Saison balnéaire;15/06/2024;15/09/2024;
2024;Normandie;050;FRD1250031M050245;Saison balnéaire;15/06/2024;15/09/2024;
2024;Normandie;050;FRD1250031M050250;Saison balnéaire;15/06/2024;15/09/2024;
2024;Normandie;050;FRD1250031M050255;Saison balnéaire;15/06/2024;15/09/2024;
2024;Normandie;050;FRD1250033M050240;Saison balnéaire;15/06/2024;15/09/2024;
2024;Normandie;050;FRD1250041M050173;Saison balnéaire;15/06/2024;15/09/2024;
2024;Normandie;050;FRD1250041M050175;Saison balnéaire;15/06/2024;15/09/2024;
2024;Normandie;050;FRD1250041M050180;Saison balnéaire;15/06/2024;15/09/2024;
2024;Normandie;050;FRD1250041M050185;Saison balnéaire;15/06/2024;15/09/2024;
2024;Normandie;050;FRD1250041M050200;Saison balnéaire;15/06/2024;15/09/2024;
2024;Normandie;050;FRD1250041M050205;Saison balnéaire;15/06/2024;15/09/2024;
2024;Normandie;050;FRD1250058M050327;Saison balnéaire;15/06/2024;15/09/2024;
2024;Normandie;050;FRD1250058M050330;Saison balnéaire;15/06/2024;15/09/2024;
2024;Normandie;050;FRD1250058M050330;Interdiction non sanitaire;01/01/2024;31/12/2024;Interdiction pour raison de sécurité - Présence de courants très forts
2024;Normandie;050;FRD1250066M050455;Saison balnéaire;15/06/2024;15/09/2024;
2024;Normandie;050;FRD1250066M050460;Saison balnéaire;15/06/2024;15/09/2024;
2024;Normandie;050;FRD1250066M050465;Saison balnéaire;15/06/2024;15/09/2024;
2024;Normandie;050;FRD1250076M050385;Saison balnéaire;15/06/2024;15/09/2024;
2024;Normandie;050;FRD1250077M050140;Saison balnéaire;15/06/2024;15/09/2024;
2024;Normandie;050;FRD1250078M050297;Saison balnéaire;15/06/2024;15/09/2024;
2024;Normandie;050;FRD1250081M050395;Saison balnéaire;15/06/2024;15/09/2024;
2024;Normandie;050;FRD1250085M050375;Saison balnéaire;15/06/2024;15/09/2024;
2024;Normandie;050;FRD1250102M050470;Saison balnéaire;15/06/2024;15/09/2024;
2024;Normandie;050;FRD1250117M050475;Saison balnéaire;15/06/2024;15/09/2024;
2024;Normandie;050;FRD1250129M050143;Saison balnéaire;15/06/2024;15/09/2024;
2024;Normandie;050;FRD1250129M050145;Saison balnéaire;15/06/2024;15/09/2024;
2024;Normandie;050;FRD1250129M050170;Saison balnéaire;15/06/2024;15/09/2024;
2024;Normandie;050;FRD1250142M050115;Saison balnéaire;15/06/2024;15/09/2024;
2024;Normandie;050;FRD1250142M050120;Saison balnéaire;15/06/2024;15/09/2024;
2024;Normandie;050;FRD1250142M050125;Saison balnéaire;15/06/2024;15/09/2024;
2024;Normandie;050;FRD1250143M050390;Saison balnéaire;15/06/2024;15/09/2024;
2024;Normandie;050;FRD1250151M050305;Saison balnéaire;15/06/2024;15/09/2024;
2024;Normandie;050;FRD1250165M050400;Saison balnéaire;15/06/2024;15/09/2024;
2024;Normandie;050;FRD1250165M050405;Interdiction sanitaire;23/08/2024;27/08/2024;Interdiction suite au constat de contamination des eaux
2024;Normandie;050;FRD1250165M050405;Saison balnéaire;15/06/2024;15/09/2024;
2024;Normandie;050;FRD1250167M050490;Interdiction sanitaire;08/09/2024;11/09/2024;Interdiction préventive suite aux fortes précipitations qui se sont abattues
2024;Normandie;050;FRD1250167M050490;Saison balnéaire;15/06/2024;15/09/2024;
2024;Normandie;050;FRD1250178M050127;Saison balnéaire;15/06/2024;15/09/2024;
2024;Normandie;050;FRD1250178M050130;Saison balnéaire;15/06/2024;15/09/2024;
2024;Normandie;050;FRD1250178M050135;Saison balnéaire;15/06/2024;15/09/2024;
2024;Normandie;050;FRD1250196M050102;Saison balnéaire;15/06/2024;15/09/2024;
2024;Normandie;050;FRD1250215M050320;Saison balnéaire;15/06/2024;15/09/2024;
2024;Normandie;050;FRD1250215M050325;Saison balnéaire;15/06/2024;15/09/2024;
2024;Normandie;050;FRD1250218M050410;Saison balnéaire;15/06/2024;15/09/2024;
2024;Normandie;050;FRD1250218M050420;Interdiction sanitaire;15/07/2024;17/07/2024;Interdiction préventive suite au déboitement de la canalisation de refoulement du réseau d'eaux usées situé à Port Foulon consécutif à l'excavation constatée à proximité de l'exutoire pluvial d'Hacqueville.
